#Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
1,Alex Abrines\abrinal01,SG,24,OKC,41,5,15.2,1.5,3.8,0.39,1,2.6,0.383,0.5,1.1,0.404,0.523,0.6,0.7,0.857,0.4,1.3,1.7,0.4,0.5,0,0.5,1.7,4.5
2,Quincy Acy\acyqu01,PF,27,BRK,40,1,19.3,1.8,5.3,0.341,1.4,4.1,0.339,0.4,1.2,0.348,0.474,1,1.2,0.813,0.6,3.5,4.1,0.6,0.4,0.3,1.1,2.1,6
3,Steven Adams\adamsst01,C,24,OKC,40,40,32,5.8,9.2,0.635,0,0,0,5.8,9.2,0.637,0.635,2,3.2,0.614,5.1,3.7,8.8,1,1.2,1.1,1.6,2.8,13.6
4,Bam Adebayo\adebaba01,C,20,MIA,35,10,20,2.5,4.6,0.549,0,0.1,0,2.5,4.5,0.563,0.549,1.7,2.3,0.753,1.7,3.3,5,1.4,0.6,0.6,1,2.1,6.8
5,Arron Afflalo\afflaar01,SG,32,ORL,35,2,12.9,1.1,2.9,0.38,0.4,1.1,0.35,0.7,1.7,0.4,0.45,0.5,0.6,0.8,0.1,1.1,1.2,0.5,0.1,0.1,0.3,1.1,3
6,Cole Aldrich\aldrico01,C,29,MIN,10,0,2.2,0.3,0.7,0.429,0,0,0,0.3,0.7,0.429,0.429,0.1,0.2,0.5,0.2,0.2,0.4,0.1,0.2,0,0.1,0.4,0.7
7,LaMarcus Aldridge\aldrila01,C,32,SAS,44,44,33.8,8.8,17.8,0.497,0.5,1.5,0.343,8.3,16.3,0.511,0.511,4.5,5.4,0.839,3.3,5.2,8.5,1.9,0.5,1.1,1.5,2.4,22.7
8,Jarrett Allen\allenja01,C,19,BRK,36,0,17.1,2.5,4.7,0.524,0.1,0.2,0.333,2.4,4.6,0.53,0.529,1.1,1.5,0.774,1.6,2.8,4.4,0.5,0.4,0.9,0.8,1.9,6.1
9,Kadeem Allen\allenka01,PG,25,BOS,3,0,2.7,0,0.7,0,0,0.7,0,0,0,0,0,1,1.3,0.75,0.3,0.3,0.7,0,0,0,0.3,0,1
10,Tony Allen\allento01,SF,36,NOP,22,0,12.4,2,4.1,0.484,0.2,0.5,0.333,1.8,3.6,0.506,0.505,0.5,1,0.524,0.9,1.2,2.1,0.4,0.5,0.1,0.9,2.2,4.7
11,Al-Farouq Aminu\aminual01,PF,27,POR,31,29,30.2,3.5,8.6,0.414,2,4.9,0.401,1.6,3.7,0.43,0.528,0.7,0.9,0.724,1.3,5.6,6.9,1.1,0.9,0.7,1.1,2.1,9.7
12,Justin Anderson\anderju01,SF,24,PHI,12,0,11.6,1.7,4.6,0.364,0.9,2.7,0.344,0.8,1.9,0.391,0.464,0.4,0.6,0.714,0.8,1.8,2.7,0.3,0.3,0.1,0.3,1.6,4.7
13,Kyle Anderson\anderky01,SF,24,SAS,38,32,27.2,3.1,6,0.511,0.2,0.6,0.318,2.9,5.4,0.532,0.526,1.8,2.3,0.795,1.1,4.7,5.8,2.7,1.3,0.7,1.4,1.5,8.1
14,Ryan Anderson\anderry01,PF,29,HOU,41,40,28.6,3.6,8.3,0.427,2.2,5.9,0.372,1.4,2.4,0.56,0.558,1.1,1.4,0.793,1.6,3.9,5.5,1,0.4,0.4,0.8,1.9,10.4
15,Ike Anigbogu\anigbik01,C,19,IND,9,0,3,0.4,1,0.444,0,0,0,0.4,1,0.444,0.444,0.6,0.7,0.833,0.6,0.4,1,0,0.1,0.3,0.2,0.1,1.4
16,Giannis Antetokounmpo\antetgi01,PF,23,MIL,42,42,37.4,10.3,18.8,0.546,0.5,1.6,0.279,9.8,17.2,0.571,0.558,7.2,9.4,0.766,2.3,7.8,10.1,4.6,1.5,1.3,2.7,3.1,28.2
17,Carmelo Anthony\anthoca01,PF,33,OKC,44,44,32.7,6.6,15.6,0.42,2.2,6,0.362,4.4,9.6,0.456,0.49,2.3,3,0.759,0.7,5.2,5.9,1.5,0.7,0.6,1.3,2.8,17.6
18,OG Anunoby\anunoog01,SF,20,TOR,43,31,21.6,2.3,4.9,0.46,1.1,3,0.37,1.2,2,0.595,0.571,0.7,0.9,0.718,0.6,1.8,2.3,0.8,0.8,0.1,0.7,1.9,6.3
19,Ryan Arcidiacono\arcidry01,PG,23,CHI,1,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,Trevor Ariza\arizatr01,SF,32,HOU,40,40,36.2,4.2,9.9,0.424,2.8,7.2,0.384,1.4,2.6,0.533,0.565,1.2,1.4,0.891,0.6,4.3,4.9,1.7,1.6,0.2,1,1.9,12.4
21,Darrell Arthur\arthuda01,PF,29,DEN,6,0,8.2,0.5,2.7,0.188,0.2,1.5,0.111,0.3,1.2,0.286,0.219,0,0,0,0.2,0.8,1,0.2,0.3,0,1.2,1.2,1.2
22,Jamel Artis\artisja01,SG,25,ORL,5,0,11,0.8,3.4,0.235,0,1,0,0.8,2.4,0.333,0.235,0.2,0.6,0.333,0.2,1.2,1.4,0.8,0,0,0,0,1.8
23,Omer Asik\asikom01,C,31,NOP,11,0,7.7,0.5,1.2,0.385,0,0,0,0.5,1.2,0.385,0.385,0.3,0.7,0.375,0.5,2.1,2.5,0.2,0,0.1,0.4,0.8,1.2
24,D.J. Augustin\augusdj01,PG,30,ORL,37,7,20.3,2.5,5.9,0.433,1.2,3.1,0.398,1.3,2.8,0.471,0.537,2,2.4,0.843,0.2,1.4,1.7,3.2,0.8,0,1.4,1.3,8.3
25,Luke Babbitt\babbilu01,SF,28,ATL,30,9,17.2,2.3,4.9,0.466,1.4,3.2,0.432,0.9,1.8,0.528,0.605,0.6,0.7,0.773,0.1,2.3,2.4,0.8,0.2,0.1,0.5,1.4,6.5
26,Dwayne Bacon\bacondw01,SG,22,CHO,31,6,14.7,1.3,3.7,0.357,0.3,1,0.313,1,2.7,0.373,0.4,0.3,0.5,0.714,0,2.8,2.9,0.6,0.3,0.1,0.5,1.2,3.3
27,Ron Baker\bakerro01,SG,24,NYK,23,0,14.9,0.9,2.4,0.357,0.5,1.3,0.367,0.4,1.1,0.346,0.455,0.8,1,0.75,0.2,0.7,0.9,1.8,1,0.2,0.7,1.3,3
28,Lonzo Ball\balllo01,PG,20,LAL,36,36,33.9,3.9,11.1,0.356,1.6,5.4,0.303,2.3,5.7,0.407,0.43,0.7,1.4,0.48,1.3,5.8,7.1,7.1,1.5,0.9,2.7,2.2,10.2
29,J.J. Barea\bareajo01,PG,33,DAL,44,1,23,4.3,10,0.434,1.7,4.5,0.377,2.6,5.4,0.481,0.519,1.4,1.9,0.759,0.2,2.9,3.1,6,0.5,0,2,1.3,11.8
30,Harrison Barnes\barneha02,PF,25,DAL,45,45,34.9,7,15.4,0.456,1.4,3.8,0.353,5.6,11.5,0.49,0.5,3.3,4,0.833,1.1,5.6,6.7,2.1,0.7,0.2,1.6,1.2,18.7
31,Will Barton\bartowi01,SG,27,DEN,44,11,31.2,5.4,12.3,0.442,1.8,5,0.367,3.6,7.3,0.492,0.516,1.9,2.6,0.739,0.9,4,4.8,4.1,1,0.6,1.8,1.9,14.6
32,Nicolas Batum\batumni01,SG,29,CHO,29,29,31.1,4,9.9,0.399,1.1,4,0.284,2.8,5.9,0.477,0.457,1.3,1.7,0.792,0.7,3.6,4.2,4.7,0.9,0.3,2.1,1.1,10.4
33,Jerryd Bayless\bayleje01,SG,29,PHI,34,10,24.9,3,7.1,0.419,1.5,4,0.372,1.5,3.1,0.481,0.525,1,1.3,0.795,0.4,1.8,2.2,1.4,0.7,0.2,1.2,2.5,8.5
34,Aron Baynes\baynear01,C,31,BOS,45,33,18.4,2.5,5.2,0.481,0,0.1,0,2.5,5.1,0.493,0.481,0.9,1.3,0.737,1.6,3.7,5.3,0.9,0.3,0.6,0.9,2.4,6
35,Kent Bazemore\bazemke01,SG,28,ATL,44,44,28.5,4.3,10.4,0.418,1.6,4.1,0.381,2.8,6.3,0.442,0.493,2.4,3,0.799,0.4,3.9,4.3,3.7,1.9,0.7,2.5,2.4,12.7
36,Bradley Beal\bealbr01,SG,24,WAS,45,45,35.8,8.7,18.9,0.46,2.4,6.5,0.363,6.3,12.4,0.511,0.522,4,5,0.792,0.8,3.5,4.3,3.8,1.1,0.5,2.2,1.9,23.7
37,Malik Beasley\beaslma01,SG,21,DEN,40,0,10.8,1.3,3.3,0.391,0.4,1.5,0.288,0.9,1.9,0.473,0.455,0.4,0.6,0.652,0.3,1.2,1.5,0.6,0.3,0.1,0.5,0.8,3.4
38,Michael Beasley\beaslmi01,PF,29,NYK,38,6,19.3,5.2,9.9,0.524,0.4,1,0.405,4.8,9,0.537,0.544,1.7,2.3,0.727,1.3,3.8,5.1,1.3,0.4,0.6,2,1.7,12.5
39,Marco Belinelli\belinma01,SG,31,ATL,43,1,23.3,4,9.4,0.422,1.8,4.7,0.387,2.1,4.6,0.457,0.52,1.9,2,0.92,0.3,1.7,1.9,2,0.9,0.1,1.1,0.8,11.6
40,Jordan Bell\belljo01,C,23,GSW,38,11,14.4,2.3,3.4,0.664,0,0.1,0,2.3,3.4,0.68,0.664,0.5,0.8,0.667,1.2,2.7,3.9,1.8,0.7,1.1,1,1.9,5.1
41,DeAndre' Bembry\bembrde01,SF,23,ATL,18,0,17.3,1.8,4.9,0.375,0.4,1.1,0.35,1.4,3.8,0.382,0.415,0.8,1.2,0.667,0.4,1.9,2.3,1.4,0.7,0.4,2,1.7,4.8
42,Dragan Bender\bendedr01,PF,20,PHO,45,4,22.2,2,5.4,0.37,1.4,3.8,0.376,0.6,1.6,0.356,0.502,0.4,0.5,0.762,0.4,3,3.4,1.2,0.2,0.6,1.1,1.5,5.8
43,Davis Bertans\bertada01,PF,25,SAS,42,0,12.9,2,4.3,0.456,1.3,3,0.414,0.7,1.3,0.556,0.602,0.5,0.5,0.826,0.2,1.6,1.8,0.7,0.2,0.4,0.5,1.1,5.7
44,Patrick Beverley\beverpa01,SG,29,LAC,11,11,30.4,4.4,10.8,0.403,2.2,5.5,0.4,2.2,5.4,0.407,0.504,1.3,1.5,0.824,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2
45,Khem Birch\birchkh01,C,25,ORL,8,0,4.9,1,1.8,0.571,0,0,0,1,1.8,0.571,0.571,0.5,0.5,1,1,0.9,1.9,0.3,0,0.5,0.4,0.9,2.5
46,Jabari Bird\birdja01,SG,23,BOS,4,0,5.5,0.3,1,0.25,0,0.5,0,0.3,0.5,0.5,0.25,0.8,1.3,0.6,0,0.5,0.5,0.3,0.3,0,0,0.5,1.3
47,Bismack Biyombo\biyombi01,C,25,ORL,44,10,18.2,2.1,4,0.523,0,0,0,2.1,3.9,0.526,0.523,1.3,2,0.67,1.9,4,5.9,0.5,0.2,1.3,1,2,5.5
48,Nemanja Bjelica\bjeline01,PF,29,MIN,31,0,13.7,2.1,4,0.524,0.9,2,0.443,1.2,2,0.603,0.633,0.4,0.5,0.813,0.5,2,2.5,0.5,0.4,0.1,0.6,1.7,5.5
49,Tarik Black\blackta01,C,26,HOU,33,0,10,1.5,2.7,0.58,0,0.2,0,1.5,2.4,0.638,0.58,0.6,1.2,0.488,1.3,1.8,3.1,0.2,0.4,0.5,0.8,2.1,3.7
50,Antonio Blakeney\blakean01,SG,21,CHI,11,0,14.8,2.5,7,0.364,0.7,2.5,0.286,1.8,4.5,0.408,0.416,1.3,1.7,0.737,0.3,1.5,1.8,0.6,0.2,0,0.7,0.7,7.1
51,Eric Bledsoe\bledser01,PG,28,TOT,37,37,31.2,6.2,13.7,0.451,1.5,4.9,0.317,4.6,8.9,0.524,0.507,3.6,4.7,0.77,0.7,3.1,3.8,4.1,2.1,0.6,2.9,2.5,17.5
52,Vander Blue\blueva01,SG,25,LAL,5,0,9,0.2,1,0.2,0,0.4,0,0.2,0.6,0.333,0.2,0.2,0.4,0.5,0,0.2,0.2,0.6,0.2,0,0.6,0.4,0.6
53,Bogdan Bogdanovic\bogdabo01,SG,25,SAC,41,16,26.6,4.3,8.8,0.488,1.5,3.7,0.413,2.8,5.1,0.54,0.573,1.4,1.7,0.824,0.4,2.3,2.7,2.8,1,0.2,1.7,2.2,11.5
54,Bojan Bogdanovic\bogdabo02,SF,28,IND,43,43,30.7,4.9,10.4,0.472,1.9,4.8,0.385,3.1,5.6,0.548,0.561,1.8,2.1,0.844,0.2,2.9,3.1,1.4,0.6,0,1.3,1.7,13.5
55,Andrew Bogut\bogutan01,C,33,LAL,24,5,9,0.7,1,0.68,0,0,0,0.7,1,0.68,0.68,0.1,0.1,1,1.1,2.2,3.3,0.6,0.2,0.5,0.8,1.7,1.5
56,Joel Bolomboy\bolomjo01,PF,24,MIL,6,0,6.3,0.5,1,0.5,0,0.2,0,0.5,0.8,0.6,0.5,0.5,1,0.5,1,0.7,1.7,0,0.3,0,0.3,0.5,1.5
57,Devin Booker\bookede01,SG,21,PHO,35,35,34.4,8.4,19,0.442,2.7,6.9,0.388,5.7,12.1,0.473,0.513,5.7,6.5,0.881,0.4,4.1,4.5,4.6,0.9,0.3,3.6,3.1,25.2
58,Trevor Booker\booketr01,PF,30,TOT,33,5,18.7,3.2,6.2,0.525,0.1,0.4,0.214,3.2,5.8,0.547,0.532,1.3,1.9,0.656,2,3.5,5.5,1.5,0.5,0.4,1.3,1.9,7.8
59,Avery Bradley\bradlav01,SG,27,DET,36,36,31.8,6,14.6,0.414,2,5,0.403,4,9.5,0.42,0.484,1.7,2.2,0.759,0.5,1.9,2.4,2.2,1.2,0.2,2.4,2.1,15.8
60,Tony Bradley\bradlto01,C,20,UTA,8,0,3.5,0.4,1.4,0.273,0,0.1,0,0.4,1.3,0.3,0.273,0.3,0.3,1,0.5,0.9,1.4,0.1,0,0,0,0.1,1
61,Corey Brewer\breweco01,SF,31,LAL,43,1,12.1,1.3,2.9,0.452,0.2,0.8,0.2,1.1,2.1,0.551,0.48,0.7,1,0.651,0.3,1.2,1.4,0.7,0.7,0.2,0.7,1.5,3.4
62,Malcolm Brogdon\brogdma01,PG,25,MIL,43,17,31.1,5.2,10.9,0.479,1.3,3.5,0.376,3.9,7.4,0.527,0.538,1.5,1.7,0.88,0.5,2.8,3.3,3.3,0.9,0.3,1.3,2.8,13.3
63,Aaron Brooks\brookaa01,PG,33,MIN,21,1,7.2,1,2.4,0.42,0.3,1,0.333,0.7,1.4,0.483,0.49,0.1,0.2,0.75,0.2,0.4,0.6,0.8,0.2,0,0.3,0.9,2.5
64,Dillon Brooks\brookdi01,SF,22,MEM,43,35,27.3,3.1,6.7,0.459,1,2.6,0.391,2.1,4.2,0.5,0.533,0.9,1.3,0.722,0.5,2.3,2.8,1.1,0.7,0.3,1.1,3.2,8.1
65,Bobby Brown\brownbo02,PG,33,HOU,20,0,5.8,1,2.9,0.328,0.6,2,0.275,0.4,0.9,0.444,0.422,0.1,0.1,0.5,0,0.4,0.4,0.6,0.2,0,0.5,0.3,2.5
66,Jaylen Brown\brownja02,SF,21,BOS,40,40,31.4,5.3,11.4,0.466,1.8,4.5,0.387,3.6,6.9,0.518,0.543,1.9,3.4,0.562,1.1,4.5,5.6,1.4,1.2,0.4,1.7,2.8,14.3
67,Lorenzo Brown\brownlo01,PG,27,TOR,11,0,7.6,0.5,1.6,0.333,0,0.5,0,0.5,1.1,0.5,0.333,0,0,0,0,0.9,0.9,1.1,0.3,0,0,0.3,1.1
68,Sterling Brown\brownst02,SG,22,MIL,19,0,9.2,1.1,2.6,0.429,0.4,0.9,0.444,0.7,1.6,0.419,0.51,0.3,0.4,0.857,0.3,1.4,1.7,0.2,0.6,0.2,0.4,1.4,2.9
69,Nicolas Brussino\brussni01,SF,24,ATL,4,0,2.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0
70,Thomas Bryant\bryanth01,C,20,LAL,3,0,2,0,0.3,0,0,0.3,0,0,0,0,0,0.3,0.7,0.5,0,0.3,0.3,0,0,0,0,0,0.3
71,Reggie Bullock\bullore01,SF,26,DET,29,20,23.6,3.1,6,0.511,1.3,3.1,0.429,1.7,2.9,0.602,0.624,0.2,0.4,0.636,0.4,1.4,1.8,1,0.9,0.2,0.4,1.1,7.7
72,Trey Burke\burketr01,PG,25,NYK,1,0,8,1,3,0.333,0,0,0,1,3,0.333,0.333,3,4,0.75,1,0,1,2,0,0,0,0,5
73,Alec Burks\burksal01,SG,26,UTA,41,0,18.3,3.1,7.6,0.409,0.9,2.6,0.343,2.2,5.1,0.442,0.466,2,2.3,0.874,0.4,2.9,3.3,1.1,0.8,0.2,0.9,1.3,9.1
74,Jimmy Butler\butleji01,SG,28,MIN,44,44,36.8,7.4,15.5,0.475,1.2,3.3,0.356,6.2,12.2,0.507,0.513,5.7,6.5,0.875,1.4,4,5.4,5.1,2,0.4,2,1.3,21.6
75,Dwight Buycks\buyckdw01,PG,28,DET,11,0,15.6,3.2,7.1,0.449,0.7,1.6,0.444,2.5,5.5,0.45,0.5,1,1.2,0.846,0.4,1.5,1.9,2.6,0.4,0.1,1.8,1.3,8.1
76,Bruno Caboclo\cabocbr01,SF,22,TOR,2,0,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0
77,Jose Calderon\caldejo01,PG,36,CLE,33,24,17.4,1.5,3.1,0.485,0.8,1.8,0.448,0.7,1.3,0.535,0.614,0.4,0.5,0.778,0.2,1.3,1.5,2.2,0.5,0,0.7,1.6,4.2
78,Kentavious Caldwell-Pope\caldwke01,SG,24,LAL,38,38,33.4,4.8,11.4,0.416,2.1,5.8,0.357,2.7,5.6,0.477,0.507,2.1,2.7,0.765,0.8,4,4.8,2.1,1.7,0.3,1.4,1.7,13.7
79,Isaiah Canaan\canaais01,PG-SG,26,TOT,13,0,21.5,2.8,6.6,0.419,1.2,3.2,0.357,1.6,3.4,0.477,0.506,2.8,3,0.923,0.2,2.2,2.3,4.1,0.9,0.1,1.4,1.5,9.5
80,Clint Capela\capelca01,C,23,HOU,37,37,26.4,6.1,9.2,0.666,0,0,0,6.1,9.2,0.668,0.666,2,3.4,0.597,3.4,7.7,11.1,1.2,0.6,1.8,1.7,2.8,14.3
81,DeMarre Carroll\carrode01,SF,31,BRK,40,40,29.1,4.2,10.5,0.4,1.7,5,0.342,2.5,5.5,0.452,0.481,2.6,3.4,0.761,1.7,5.2,6.8,1.9,0.9,0.4,1.4,2.2,12.7
82,Vince Carter\cartevi01,SF,41,SAC,26,2,15.4,1.6,4.2,0.38,0.7,2.2,0.316,0.9,2,0.451,0.463,0.3,0.5,0.538,0.3,1.6,1.9,1,0.8,0.7,0.3,1.5,4.1
83,Michael Carter-Williams\cartemi01,PG,26,CHO,32,2,15.8,1.2,3.9,0.296,0.3,0.9,0.3,0.9,3,0.295,0.332,1.5,1.9,0.8,0.8,2,2.7,2.3,0.8,0.4,1.2,2,4.1
84,Alex Caruso\carusal01,PG,23,LAL,13,0,9.7,0.8,1.8,0.417,0.2,0.5,0.333,0.6,1.4,0.444,0.458,0.1,0.2,0.333,0.3,0.6,0.9,1,0.2,0.1,0.7,1.3,1.8
85,Omri Casspi\casspom01,SF,29,GSW,36,6,16.4,2.7,4.5,0.602,0.3,0.5,0.5,2.4,4,0.615,0.63,1.2,1.5,0.782,0.6,3.7,4.4,1.2,0.4,0.5,0.8,1.6,6.8
86,Willie Cauley-Stein\caulewi01,C,24,SAC,41,28,26.8,5.1,9.9,0.52,0,0.2,0.2,5.1,9.7,0.528,0.522,2.1,3.3,0.625,1.7,4.9,6.6,2.2,1,0.8,1.5,2.3,12.4
87,Tyler Cavanaugh\cavanty01,PF,23,ATL,30,1,13.8,1.8,3.9,0.474,0.9,2.4,0.366,1,1.5,0.644,0.586,0.4,0.6,0.765,1.1,2.2,3.3,0.8,0.3,0.1,0.4,1.7,5
88,Mario Chalmers\chalmma01,PG,31,MEM,40,7,22.5,2.5,6.9,0.355,0.8,3,0.271,1.7,4,0.418,0.413,1.8,2.2,0.826,0.2,2.6,2.8,3,1.3,0.2,1.6,2.7,7.5
89,Tyson Chandler\chandty01,C,35,PHO,34,34,25.6,2.6,4.2,0.615,0,0,0,2.6,4.2,0.615,0.615,1.4,2.2,0.64,3.1,6.7,9.8,1.1,0.4,0.6,1.3,2.5,6.6
90,Wilson Chandler\chandwi01,SF,30,DEN,41,41,31.1,3.5,8.4,0.414,1,3.2,0.326,2.4,5.1,0.469,0.477,1.4,1.7,0.853,1.5,4.1,5.6,2.1,0.5,0.4,1.5,2,9.4
91,Marquese Chriss\chrisma01,PF,20,PHO,42,36,21.2,2.6,6.2,0.419,0.8,2.7,0.304,1.8,3.5,0.507,0.485,1.2,1.9,0.62,0.9,4,5,1.3,0.7,1,1.3,3,7.2
92,Ian Clark\clarkia01,SG,26,NOP,38,1,16.2,2,5,0.405,0.8,2.5,0.319,1.2,2.5,0.49,0.484,0.5,0.8,0.655,0.1,1.4,1.5,1.3,0.4,0.1,0.6,1.3,5.3
93,Jordan Clarkson\clarkjo01,SG,25,LAL,44,2,22.7,5.3,12.1,0.44,1.2,3.7,0.329,4.1,8.4,0.489,0.491,1.7,2.2,0.76,0.8,2,2.8,3,0.7,0,1.7,1.1,13.5
94,Gian Clavell\clavegi01,SG,24,DAL,7,0,9.1,0.9,2.6,0.333,0.9,2.1,0.4,0,0.4,0,0.5,0.3,0.3,1,0.1,0.9,1,0.4,0.3,0,0.3,1.1,2.9
95,Antonius Cleveland\clevean01,SG,23,DAL,13,0,6.2,0.3,1.1,0.286,0,0.1,0,0.3,1,0.308,0.286,0.2,0.3,0.5,0.2,0.6,0.8,0.2,0.5,0.3,0.2,0.8,0.8
96,John Collins\collijo01,PF,20,ATL,38,4,22.1,4.4,7.4,0.594,0,0.2,0.143,4.4,7.2,0.606,0.596,2.1,2.8,0.743,2.8,4.1,6.8,1.1,0.7,1.1,1.4,3.1,10.9
