#Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
388,Terrence Ross\rosste01,SG,26,ORL,22,20,26.2,3.3,8,0.407,1.3,3.9,0.329,2,4.2,0.478,0.486,1.2,1.6,0.743,0.5,2.7,3.2,1.6,1.2,0.5,1.1,2,9
389,Terry Rozier\roziete01,PG,23,BOS,45,0,23.1,3.4,8.5,0.396,1.6,4.3,0.364,1.8,4.2,0.429,0.488,0.9,1.2,0.788,0.6,3.8,4.4,2,1,0.1,0.8,1.4,9.2
390,Ricky Rubio\rubiori01,PG,27,UTA,43,43,29,3.9,10,0.387,1,3.6,0.294,2.8,6.5,0.439,0.44,2.4,2.7,0.879,0.4,3.6,4,4.7,1.6,0.1,2.9,2.5,11.2
391,D'Angelo Russell\russeda01,PG,21,BRK,12,12,27.8,7.9,17.1,0.463,1.5,5.1,0.295,6.4,12,0.535,0.507,3.6,5.3,0.683,0.8,3.9,4.7,5.7,1,0.2,4,2.5,20.9
392,Domantas Sabonis\sabondo01,C,21,IND,42,12,24.8,4.9,9.2,0.534,0.2,0.4,0.389,4.7,8.8,0.541,0.543,2.4,3.2,0.743,2.6,5.7,8.3,2.1,0.4,0.5,2.1,2.9,12.4
393,JaKarr Sampson\sampsja02,SF,24,SAC,6,2,17,2.2,3.7,0.591,0.3,0.5,0.667,1.8,3.2,0.579,0.636,0.3,0.3,1,1.3,3.7,5,0.3,0.3,0.7,0.3,2.8,5
394,Dario Saric\saricda01,PF,23,PHI,39,34,30.5,4.9,11.3,0.434,1.8,4.9,0.363,3.1,6.4,0.49,0.514,1.9,2.2,0.871,2.2,4.7,6.9,2.6,0.7,0.3,1.9,2.2,13.5
395,Tomas Satoransky\satorto01,SG,26,WAS,36,0,16.4,1.9,3.8,0.511,0.4,1,0.405,1.5,2.8,0.55,0.566,0.8,1.2,0.636,0.8,1.6,2.3,2.6,0.5,0.1,0.6,1.3,5.1
396,Dennis Schroder\schrode01,PG,24,ATL,41,41,32,7.8,17.7,0.442,1.1,3.8,0.299,6.7,13.9,0.482,0.475,3.3,3.7,0.876,0.7,2.3,3,6.8,1.2,0.1,2.6,2.1,20.1
397,Mike Scott\scottmi01,PF,29,WAS,41,1,18.8,3.9,6.7,0.582,1,2.2,0.44,2.9,4.4,0.654,0.656,0.6,0.9,0.694,0.6,2.7,3.3,0.8,0.4,0.2,1.1,2.1,9.3
398,Thabo Sefolosha\sefolth01,SF,33,UTA,38,6,21.2,3.1,6.3,0.492,0.8,2.2,0.381,2.3,4.1,0.551,0.558,1.2,1.4,0.815,0.8,3.5,4.2,0.9,1.4,0.3,0.8,1.6,8.2
399,Wayne Selden\seldewa01,SG,23,MEM,9,1,11.7,1.8,4.6,0.39,0.8,2.1,0.368,1,2.4,0.409,0.476,1.4,2.1,0.684,0.2,0.8,1,1.1,0.4,0,0.9,0.8,5.8
400,Ramon Sessions\sessira01,PG,31,NYK,13,3,12.8,1.3,4.1,0.321,0.2,0.8,0.182,1.2,3.2,0.357,0.34,0.9,1.2,0.8,0.1,1.3,1.4,2.1,0.5,0.1,1.2,1.1,3.7
401,Iman Shumpert\shumpim01,SG,27,CLE,13,6,20.8,1.7,4.4,0.386,0.5,1.9,0.28,1.2,2.5,0.469,0.447,0.8,1.2,0.733,0.5,2.5,3.1,1.3,0.7,0.4,1.3,1.5,4.8
402,Pascal Siakam\siakapa01,PF,23,TOR,42,4,20,2.8,5.9,0.476,0.3,1.9,0.148,2.5,4,0.635,0.5,0.5,0.9,0.564,1.2,3.4,4.6,1.8,0.9,0.6,0.8,2,6.4
403,Ben Simmons\simmobe01,PG,21,PHI,39,39,35.2,7.1,13.7,0.513,0,0.3,0,7.1,13.5,0.523,0.513,2.7,4.8,0.556,1.8,6.3,8,7.3,1.9,1,4,2.9,16.8
404,Jonathon Simmons\simmojo02,SG,28,ORL,43,24,28.7,5.2,11.4,0.455,0.9,2.9,0.315,4.3,8.6,0.503,0.495,2.5,3.3,0.754,0.9,2.7,3.6,2.3,0.8,0.2,2.1,2.6,13.8
405,Kobi Simmons\simmoko01,PG,20,MEM,11,0,14.7,1.5,3.5,0.41,0.3,1,0.273,1.2,2.5,0.464,0.449,0.5,0.5,1,0.3,1.4,1.6,1,0.5,0.3,0.7,1.5,3.6
406,Kyle Singler\singlky01,SF,29,OKC,8,0,5.5,0.8,2,0.375,0.3,0.6,0.4,0.5,1.4,0.364,0.438,0.5,1.1,0.444,0,0.8,0.8,0,0.1,0,0.3,0.5,2.3
407,Marcus Smart\smartma01,SG,23,BOS,43,9,30.4,3.4,9.8,0.347,1.3,4.6,0.296,2,5.2,0.391,0.416,1.8,2.5,0.726,0.8,2.8,3.7,4.7,1.3,0.5,2.4,2.6,9.9
408,Dennis Smith\smithde03,PG,20,DAL,37,37,28.3,5.6,14,0.403,1.5,4.6,0.327,4.1,9.4,0.44,0.457,1.7,2.5,0.703,0.8,3.1,3.9,4.5,0.9,0.3,2.7,2.1,14.5
409,Ish Smith\smithis01,PG,29,DET,43,10,22.3,4.3,9.5,0.459,0.1,0.6,0.185,4.2,8.8,0.479,0.466,1,1.3,0.724,0.4,2.3,2.7,4.1,0.6,0.3,1.1,1.5,9.8
410,J.R. Smith\smithjr01,SG,32,CLE,42,39,29.8,2.7,7.2,0.379,1.7,4.9,0.348,1,2.3,0.443,0.497,0.5,0.7,0.69,0.4,2.5,3,2,1,0.1,1,2.2,7.6
411,Jason Smith\smithja02,C,31,WAS,18,2,9.7,1.3,3.9,0.324,0.1,1.1,0.053,1.2,2.9,0.423,0.331,0.6,0.6,1,0.8,1.1,1.8,0.3,0.1,0.5,0.6,1.9,3.2
412,Josh Smith\smithjo03,PF,32,NOP,3,0,4,0.3,1.3,0.25,0,0,0,0.3,1.3,0.25,0.25,0,0,0,1,0.3,1.3,0,0,0,0,1,0.7
413,Tony Snell\snellto01,SG,26,MIL,39,29,28.9,2.8,5.9,0.474,1.6,3.7,0.428,1.2,2.2,0.552,0.608,0.7,1,0.763,0.1,2,2.1,1.3,0.6,0.3,0.5,1.6,8
414,Marreese Speights\speigma01,C,30,ORL,34,1,13.3,2.5,6.8,0.371,1.6,4.6,0.355,0.9,2.3,0.403,0.489,0.7,1.1,0.694,0.4,2.2,2.6,0.7,0.1,0.4,0.7,2.1,7.4
415,Nik Stauskas\stausni01,SG,24,TOT,22,0,12.2,1.4,3.5,0.403,1.1,2.4,0.462,0.3,1.1,0.28,0.558,0.5,0.7,0.733,0.1,1.4,1.5,0.8,0.2,0,0.8,0.5,4.4
416,Lance Stephenson\stephla01,SG,27,IND,44,5,23.6,3.6,8.1,0.441,0.8,2.5,0.315,2.8,5.6,0.496,0.489,1,1.5,0.677,0.8,4.7,5.6,3,0.5,0.2,1.6,2.3,8.9
417,Julyan Stone\stoneju01,SG,29,CHO,7,0,4.7,0.3,0.6,0.5,0.3,0.6,0.5,0,0,0,0.75,0,0,0,0,1.4,1.4,1.1,0.3,0.1,0.6,1,0.9
418,Caleb Swanigan\swanica01,PF,20,POR,15,3,8.9,1,2.8,0.357,0.1,0.3,0.2,0.9,2.5,0.378,0.369,0.5,0.9,0.615,0.8,1.6,2.4,0.6,0.3,0.2,0.7,1.6,2.6
419,Jayson Tatum\tatumja01,SF,19,BOS,45,45,30.9,4.7,9.4,0.499,1.4,3,0.46,3.3,6.4,0.517,0.573,3,3.7,0.824,0.8,4.7,5.4,1.4,0.9,0.8,1.3,2.1,13.8
420,Isaiah Taylor\taylois01,PG,23,ATL,34,0,14.8,1.7,4.3,0.395,0.3,1,0.273,1.4,3.4,0.43,0.425,1,1.5,0.66,0.3,1.1,1.4,2.2,0.5,0.2,0.9,1.3,4.6
421,Jeff Teague\teaguje01,PG,29,MIN,35,35,33.8,4.9,11.2,0.442,1.3,3.6,0.368,3.6,7.6,0.477,0.501,2.2,2.7,0.802,0.4,2.6,3.1,7.1,1.6,0.3,2.9,2.6,13.4
422,Mirza Teletovic\teletmi01,PF,32,MIL,10,0,15.9,2.5,5.7,0.439,2.1,4.5,0.467,0.4,1.2,0.333,0.623,0,0,0,0.3,2,2.3,1,0.4,0.1,0.7,1.4,7.1
423,Garrett Temple\templga01,SG,31,SAC,42,33,24.8,2.8,7.3,0.386,1.3,3.5,0.356,1.5,3.7,0.414,0.472,0.8,1.1,0.711,0.3,2.1,2.5,1.8,1,0.5,1.2,2.1,7.6
424,Milos Teodosic\teodomi01,PG,30,LAC,17,17,25.1,3.2,8.3,0.39,2,5.6,0.358,1.2,2.7,0.457,0.511,0.8,0.9,0.813,0.5,2.6,3.2,5.5,0.5,0.2,2.2,2.4,9.2
425,Jason Terry\terryja01,SG,40,MIL,15,0,9.7,0.5,1.7,0.32,0.1,1,0.133,0.4,0.7,0.6,0.36,0.1,0.1,1,0,0.8,0.8,0.5,0.6,0.3,0.3,0.9,1.3
426,Daniel Theis\theisda01,C,25,BOS,43,2,13.6,1.8,3.5,0.523,0.2,0.8,0.257,1.6,2.7,0.605,0.554,1,1.3,0.778,1.3,2.9,4.2,0.6,0.5,0.7,1,2.4,4.8
427,Isaiah Thomas\thomais02,PG,28,CLE,5,4,23.2,5.2,14.4,0.361,1.4,6,0.233,3.8,8.4,0.452,0.41,1.8,2.6,0.692,0.6,0.6,1.2,3.4,0,0.2,2.4,2,13.6
428,Lance Thomas\thomala01,PF,29,NYK,42,21,19.1,1.4,3.7,0.383,0.5,1.4,0.367,0.9,2.2,0.394,0.455,0.8,0.9,0.821,0.7,1.9,2.6,0.5,0.4,0.2,0.6,1.8,4.1
429,Klay Thompson\thompkl01,SG,27,GSW,45,45,34.2,8.1,16.6,0.489,3.4,7.4,0.454,4.7,9.2,0.517,0.59,1.3,1.5,0.881,0.5,3.6,4,2.5,0.7,0.6,1.7,1.6,20.9
430,Tristan Thompson\thomptr01,C,26,CLE,23,5,18.9,2,3.6,0.566,0,0,0,2,3.6,0.566,0.566,0.9,1.7,0.553,2.1,3.7,5.9,0.5,0.3,0.3,0.6,1.9,5
431,Sindarius Thornwell\thornsi01,SG,23,LAC,42,8,13,1.2,2.7,0.426,0.3,0.9,0.351,0.9,1.9,0.462,0.483,0.6,0.9,0.658,0.3,1.2,1.5,0.7,0.6,0.3,0.7,1.7,3.2
432,Anthony Tolliver\tollian01,PF,32,DET,40,4,20.1,2.2,5.2,0.427,1.7,4.2,0.399,0.5,1,0.553,0.59,1,1.3,0.745,0.6,2,2.6,1.1,0.4,0.3,0.8,1.7,7
433,Karl-Anthony Towns\townska01,C,22,MIN,46,46,35.8,7.5,13.9,0.538,1.5,3.6,0.419,6,10.3,0.58,0.593,3.6,4.3,0.838,2.7,9.3,12,2.3,0.8,1.5,2.1,3.4,20.1
434,P.J. Tucker\tuckepj01,SF,32,HOU,42,4,27,1.8,4.8,0.38,1.1,3.2,0.336,0.7,1.6,0.47,0.493,0.7,0.9,0.795,1.2,4.8,6,0.9,1,0.3,0.9,2.7,5.4
435,Evan Turner\turneev01,SF,29,POR,43,20,26.7,3.5,7.7,0.459,0.4,1.5,0.292,3.1,6.1,0.5,0.488,1.3,1.5,0.844,0.4,3.1,3.6,2.3,0.7,0.3,1.5,2.2,8.7
436,Myles Turner\turnemy01,C,21,IND,33,32,29.2,5.2,10.7,0.49,0.8,2.5,0.333,4.4,8.2,0.539,0.53,2.6,3.5,0.746,1.2,5.3,6.5,1.6,0.5,2.2,1.7,2.7,13.9
437,Ekpe Udoh\udohek01,C,30,UTA,41,3,16.4,1.2,2.4,0.515,0,0,0,1.2,2.4,0.515,0.515,0.8,1.1,0.733,1.3,1.4,2.8,1.1,0.9,1.3,0.3,2,3.2
438,Tyler Ulis\ulisty01,PG,22,PHO,44,32,24,2.9,7.5,0.381,0.5,1.9,0.268,2.4,5.7,0.418,0.414,1.3,1.5,0.821,0.3,1.5,1.8,4.2,1,0.1,1.8,1.8,7.5
439,Jonas Valanciunas\valanjo01,C,25,TOR,39,39,21,4.3,7.8,0.549,0.2,0.5,0.35,4.1,7.3,0.563,0.56,2.5,2.9,0.858,2.2,5.9,8.1,0.7,0.3,0.7,1.5,2.6,11.3
440,Denzel Valentine\valende01,SG,24,CHI,45,31,28.4,3.7,8.8,0.42,1.8,4.6,0.391,1.9,4.2,0.45,0.521,0.5,0.6,0.786,0.7,4.7,5.4,3,0.7,0.1,1.1,2.2,9.7
441,Fred VanVleet\vanvlfr01,PG,23,TOR,42,0,18.1,2.5,6.3,0.403,1,2.7,0.374,1.5,3.5,0.426,0.485,0.9,1,0.837,0.2,1.9,2.1,2.8,0.8,0.2,1,1.7,6.9
442,Rashad Vaughn\vaughra01,SG,21,MIL,16,0,10.1,1.3,3,0.417,0.8,2.1,0.364,0.5,0.9,0.533,0.542,0.3,0.4,0.667,0.1,0.9,0.9,0.8,0.3,0.2,0.1,0.8,3.5
443,Noah Vonleh\vonleno01,PF,22,POR,28,12,16,1.6,3.1,0.5,0,0,0,1.6,3.1,0.506,0.5,0.8,1,0.778,1.3,4.5,5.8,0.4,0.2,0.4,0.5,1.5,3.9
444,Nikola Vucevic\vucevni01,C,27,ORL,34,34,29.9,7.3,14.9,0.491,1.4,4.1,0.343,5.9,10.7,0.548,0.539,1.4,1.6,0.821,1.8,7.5,9.3,3.3,1,1.1,1.9,2.4,17.4
445,Dwyane Wade\wadedw01,SG,36,CLE,39,3,23.5,4.3,9.7,0.442,0.5,1.5,0.322,3.8,8.2,0.464,0.467,2,2.8,0.709,0.8,3.1,3.9,3.8,1,0.7,1.9,1.8,11.1
446,Dion Waiters\waitedi01,SG,26,MIA,30,30,30.6,5.4,13.7,0.398,1.7,5.7,0.306,3.7,8,0.463,0.461,1.7,2.3,0.739,0.3,2.3,2.6,3.8,0.8,0.3,2.3,2,14.3
447,Kemba Walker\walkeke02,PG,27,CHO,41,41,34.5,7.3,17.2,0.424,2.5,7,0.349,4.8,10.1,0.476,0.496,4.6,5.4,0.851,0.4,2.9,3.3,5.8,1.2,0.3,2,1.4,21.7
448,John Wall\walljo01,PG,27,WAS,34,34,34.1,6.9,16.4,0.422,1.4,3.8,0.357,5.6,12.6,0.442,0.463,4.5,6.2,0.717,0.6,3.1,3.6,9.3,1.4,1.1,3.5,1.9,19.6
449,Tyrone Wallace\wallaty01,PG,23,LAC,7,4,31.1,4.4,8.9,0.5,0.7,1.7,0.417,3.7,7.1,0.52,0.54,2.9,3.7,0.769,0.4,3.3,3.7,1.9,1.4,0.9,1.3,2.9,12.4
450,Taurean Waller-Prince\princta02,SF,23,ATL,44,44,31.1,4.7,10.8,0.43,1.8,4.5,0.397,2.9,6.3,0.453,0.513,1.3,1.7,0.784,0.8,4.7,5.4,2.5,0.9,0.7,2.2,2,12.4
451,Derrick Walton\waltode01,PG,22,MIA,12,0,8.8,0.5,1.5,0.333,0.4,0.9,0.455,0.1,0.6,0.143,0.472,0.3,0.3,1,0,0.7,0.7,1.1,0.3,0.3,0.2,0.4,1.8
452,T.J. Warren\warretj01,SF,24,PHO,42,42,32.2,8.1,16.4,0.492,0.3,1.5,0.19,7.8,14.9,0.522,0.501,3.2,4.2,0.768,2,3.6,5.5,1.4,0.9,0.6,1.5,2.2,19.7
453,Briante Weber\weberbr01,PG,25,HOU,13,0,9.1,0.7,1.7,0.409,0.3,0.7,0.444,0.4,1,0.385,0.5,0.3,0.3,1,0.2,1.2,1.4,1,0.8,0.2,0.5,1.4,2
454,David West\westda01,C,37,GSW,44,0,13.3,3,5,0.606,0.1,0.2,0.429,3,4.9,0.612,0.613,0.8,1.1,0.7,0.9,2.5,3.4,1.8,0.6,1.1,1,1.6,7
455,Russell Westbrook\westbru01,PG,29,OKC,45,45,35.9,9.2,21.2,0.436,1.4,4.4,0.31,7.9,16.8,0.469,0.469,5,7,0.706,1.8,7.9,9.7,9.9,2,0.2,4.6,2.3,24.8
456,Derrick White\whitede01,PG,23,SAS,12,0,6.4,0.4,0.9,0.455,0.1,0.3,0.333,0.3,0.7,0.5,0.5,0.5,0.8,0.6,0.3,0.9,1.3,0.4,0.3,0.2,0.4,0.5,1.4
457,Okaro White\whiteok01,PF,25,MIA,6,4,13.3,1.2,2.7,0.438,0.7,1.8,0.364,0.5,0.8,0.6,0.563,0.3,0.5,0.667,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1,3.3
458,Isaiah Whitehead\whiteis01,PG,22,BRK,10,0,14.2,3,6.3,0.476,0.5,1.2,0.417,2.5,5.1,0.49,0.516,1.1,1.7,0.647,0.3,1.7,2,1.8,0.7,0.2,2.2,1.6,7.6
459,Hassan Whiteside\whiteha01,C,28,MIA,26,26,25.8,5.9,10.4,0.565,0.1,0.1,1,5.8,10.3,0.561,0.568,2.5,3.4,0.73,2.8,8.8,11.6,0.6,0.8,1.9,1.5,2.1,14.3
460,Andrew Wiggins\wiggian01,SF,22,MIN,46,46,36.1,6.7,15.6,0.432,1.3,4.2,0.318,5.4,11.3,0.475,0.476,2.7,4.3,0.623,1,3.1,4.1,1.8,1.2,0.6,1.5,1.9,17.5
461,Jacob Wiley\wileyja01,PF,23,BRK,5,0,6.6,0.2,0.8,0.25,0.2,0.4,0.5,0,0.4,0,0.375,0.2,0.4,0.5,0.4,1.8,2.2,0.4,0.2,0,0,0.8,0.8
462,Damien Wilkins\wilkida02,SF,38,IND,19,1,8,0.7,2.1,0.333,0.2,0.9,0.222,0.5,1.1,0.429,0.385,0.2,0.2,0.75,0.3,0.6,0.8,0.5,0.1,0.1,0.3,0.4,1.7
463,C.J. Williams\willicj01,SG,27,LAC,28,13,19.4,2.4,5.2,0.462,0.8,2.1,0.35,1.6,3,0.541,0.534,0.4,0.5,0.786,0.4,1.2,1.5,0.9,0.9,0.5,0.6,1.8,5.9
464,Lou Williams\willilo02,SG,31,LAC,43,13,31.9,7.4,16.4,0.45,3,7.2,0.412,4.4,9.2,0.48,0.54,5.4,6,0.903,0.5,2,2.6,5,0.9,0.2,2.9,1.4,23.2
465,Marvin Williams\willima02,PF,31,CHO,43,43,25.8,3.4,6.9,0.487,1.7,3.7,0.456,1.7,3.3,0.521,0.607,1.3,1.5,0.875,1,3.7,4.7,1.1,0.7,0.3,0.7,1.4,9.7
466,Matt Williams\willima05,SG,24,MIA,3,0,3.7,0.7,2,0.333,0.3,1.7,0.2,0.3,0.3,1,0.417,0,0,0,0,0.3,0.3,0,0,0,0.3,0.3,1.7
467,Troy Williams\willitr02,SF,23,HOU,4,0,4.3,0.5,2.3,0.222,0,1.3,0,0.5,1,0.5,0.222,0.3,0.8,0.333,0.3,0.8,1,0.3,0.3,0,0.3,0.5,1.3
468,D.J. Wilson\wilsodj01,PF,21,MIL,14,0,3.7,0.3,0.6,0.444,0,0.2,0,0.3,0.4,0.667,0.444,0,0,0,0,0.4,0.4,0.1,0.1,0,0.3,0.4,0.6
469,Jamil Wilson\wilsoja02,SF,27,LAC,15,10,18.3,2.5,5.4,0.469,1.8,4.2,0.429,0.7,1.2,0.611,0.636,0.1,0.3,0.5,0.2,1.9,2.1,0.7,0.3,0.5,0.5,2.3,7
470,Justise Winslow\winslju01,SF,21,MIA,30,15,22.4,2.6,6,0.425,0.6,1.5,0.432,1.9,4.6,0.423,0.478,0.6,0.9,0.654,0.9,4.3,5.2,2.1,0.6,0.3,1,1.7,6.3
471,Jeff Withey\witheje01,C,27,DAL,10,0,3.9,0.6,1.6,0.375,0.2,1,0.2,0.4,0.6,0.667,0.438,0.1,0.2,0.5,0.1,0.9,1,0,0,0.3,0.2,0.3,1.5
472,Nate Wolters\woltena01,PG,26,UTA,5,0,3.8,0.2,1.2,0.167,0,0,0,0.2,1.2,0.167,0.167,0,0,0,0.2,0.2,0.4,0.2,0,0,0,0.2,0.4
473,Brandan Wright\wrighbr03,PF,30,MEM,24,1,13.6,2.1,3.7,0.568,0,0,0,2.1,3.7,0.568,0.568,0.8,1.2,0.69,1.3,2.3,3.5,0.4,0.5,1,0.3,1.1,5
474,Delon Wright\wrighde01,PG,25,TOR,31,3,21.5,3.2,6.4,0.497,0.8,2.1,0.379,2.4,4.3,0.556,0.56,1.7,1.9,0.898,0.8,2.2,3,2.5,1.1,0.6,1.3,1.3,8.9
475,Guerschon Yabusele\yabusgu01,PF,22,BOS,18,0,4.7,0.6,1.5,0.407,0.4,1,0.389,0.2,0.5,0.444,0.537,0.1,0.1,1,0.6,0.8,1.4,0.3,0,0.1,0.3,0.7,1.7
476,Joe Young\youngjo01,PG,25,IND,27,0,9,1.6,3.4,0.484,0.4,1.1,0.367,1.2,2.3,0.541,0.544,0.7,0.9,0.75,0.2,0.9,1,0.7,0.1,0,0.4,0.6,4.3
477,Nick Young\youngni01,SG,32,GSW,44,1,14.4,2.4,5.3,0.443,1.4,3.6,0.384,1,1.7,0.566,0.572,0.5,0.6,0.714,0.2,1.1,1.3,0.4,0.5,0.1,0.5,1.1,6.6
478,Thaddeus Young\youngth01,PF,29,IND,44,44,32.3,5.2,10.7,0.485,1,2.6,0.365,4.2,8.1,0.524,0.53,0.5,0.8,0.583,2,3.9,5.8,2,1.5,0.4,1.3,2.2,11.8
479,Cody Zeller\zelleco01,C,25,CHO,19,0,19.9,2.5,5,0.495,0.1,0.1,1,2.4,4.9,0.489,0.5,2.2,3.1,0.724,2.4,3.1,5.5,0.8,0.5,1.1,1.1,2.7,7.2
480,Tyler Zeller\zellety01,C,28,BRK,36,28,17.6,3.1,5.8,0.546,0.3,0.6,0.409,2.9,5.1,0.562,0.568,1.1,1.6,0.679,1.6,3.2,4.8,0.7,0.2,0.5,1,1.9,7.6
481,Paul Zipser\zipsepa01,SF,23,CHI,39,7,15,1.4,4.2,0.34,0.5,1.7,0.303,0.9,2.5,0.365,0.401,0.3,0.4,0.625,0.2,2.3,2.5,0.8,0.4,0.2,0.8,1.5,3.6
482,Ante Zizic\zizican01,C,21,CLE,12,1,3.4,0.3,0.9,0.364,0,0,0,0.3,0.9,0.364,0.364,0.4,0.6,0.714,0.4,0.8,1.3,0.1,0,0.3,0.2,0.3,1.1
483,Ivica Zubac\zubaciv01,C,20,LAL,12,0,3.9,0.5,1.2,0.429,0,0,0,0.5,1.2,0.429,0.429,0,0,0,0.3,0.6,0.8,0.1,0,0,0.3,0.4,1